dataset,model_type,lambda,distance_type,epoch,train_loss,train_acc,reg_term,embedding_norm,embedding_similarity,test_loss,test_acc,accuracy,precision,recall,f1_score,TP,FP,FN,TN,train_aucc,test_aucc
CIFAR10,CNN,0.5,bray-curtis,16,0.67586,77.582,0.06258,103.30079,0.96416,0.88102,70.02,0.7002,0.71059,0.7002,0.70046,7002,2998,2998,87002,,
CIFAR10,CNN,0.5,bray-curtis,17,0.65038,78.492,0.06152,106.47076,0.96493,0.90644,69.73,0.6973,0.71017,0.6973,0.69481,6973,3027,3027,86973,,
CIFAR10,CNN,0.5,bray-curtis,18,0.63023,79.058,0.06044,109.61259,0.96567,0.89386,70.27,0.7027,0.7105,0.7027,0.69909,7027,2973,2973,87027,,
CIFAR10,CNN,0.5,bray-curtis,19,0.61566,79.642,0.06048,110.57065,0.96573,0.89595,70.14,0.7014,0.71715,0.7014,0.70363,7014,2986,2986,87014,,
CIFAR10,CNN,0.5,bray-curtis,20,0.59559,80.428,0.05968,113.51847,0.96629,0.90279,70.72,0.7072,0.71375,0.7072,0.7044,7072,2928,2928,87072,1346.161,1269.69
CIFAR10,CNN,0.75,bray-curtis,1,1.64787,43.392,0.08457,44.90143,0.94309,1.3551,50.65,0.5065,0.55309,0.5065,0.49477,5065,4935,4935,85065,,
CIFAR10,CNN,0.75,bray-curtis,2,1.3291,54.622,0.07336,67.97774,0.95256,1.22874,56.44,0.5644,0.59337,0.5644,0.56392,5644,4356,4356,85644,,
CIFAR10,CNN,0.75,bray-curtis,3,1.20967,59.088,0.06936,74.22541,0.95532,1.14689,59.25,0.5925,0.61444,0.5925,0.59084,5925,4075,4075,85925,,
CIFAR10,CNN,0.75,bray-curtis,4,1.11562,62.708,0.06616,79.55709,0.95763,1.04363,63.26,0.6326,0.63156,0.6326,0.62531,6326,3674,3674,86326,,
CIFAR10,CNN,0.75,bray-curtis,5,1.03958,65.238,0.0627,86.11177,0.9602,1.02357,64.15,0.6415,0.65729,0.6415,0.63869,6415,3585,3585,86415,,
CIFAR10,CNN,0.75,bray-curtis,6,0.98303,67.248,0.05975,92.48745,0.96235,0.97328,65.41,0.6541,0.65912,0.6541,0.65019,6541,3459,3459,86541,,
CIFAR10,CNN,0.75,bray-curtis,7,0.94113,68.714,0.05824,96.25052,0.96339,0.97002,65.83,0.6583,0.69353,0.6583,0.66156,6583,3417,3417,86583,,
CIFAR10,CNN,0.75,bray-curtis,8,0.90973,69.882,0.05799,97.94326,0.96358,0.91582,67.99,0.6799,0.68302,0.6799,0.677,6799,3201,3201,86799,,
CIFAR10,CNN,0.75,bray-curtis,9,0.87267,71.188,0.05638,101.99729,0.96473,0.91391,68.62,0.6862,0.6986,0.6862,0.68525,6862,3138,3138,86862,,
CIFAR10,CNN,0.75,bray-curtis,10,0.84477,72.184,0.05594,104.28242,0.96517,0.8791,69.29,0.6929,0.69708,0.6929,0.69308,6929,3071,3071,86929,,
CIFAR10,CNN,0.75,bray-curtis,11,0.82033,73.06,0.05556,105.94588,0.96551,0.95279,66.89,0.6689,0.70758,0.6689,0.66456,6689,3311,3311,86689,,
CIFAR10,CNN,0.75,bray-curtis,12,0.79289,73.928,0.05442,109.35569,0.96637,0.86927,69.69,0.6969,0.69713,0.6969,0.69268,6969,3031,3031,86969,,
CIFAR10,CNN,0.75,bray-curtis,13,0.77162,74.578,0.05407,111.25968,0.96666,0.87043,70.67,0.7067,0.7105,0.7067,0.70344,7067,2933,2933,87067,,
CIFAR10,CNN,0.75,bray-curtis,14,0.74605,75.668,0.05318,114.62758,0.96733,0.88668,69.46,0.6946,0.71223,0.6946,0.69376,6946,3054,3054,86946,,
CIFAR10,CNN,0.75,bray-curtis,15,0.72704,76.23,0.05192,118.32996,0.96818,0.87065,70.59,0.7059,0.70999,0.7059,0.7034,7059,2941,2941,87059,,
CIFAR10,CNN,0.75,bray-curtis,16,0.71166,76.696,0.0523,118.5883,0.968,0.91702,68.77,0.6877,0.71429,0.6877,0.68699,6877,3123,3123,86877,,
CIFAR10,CNN,0.75,bray-curtis,17,0.6896,77.462,0.05178,121.0783,0.9684,0.96724,67.9,0.679,0.70433,0.679,0.67723,6790,3210,3210,86790,,
CIFAR10,CNN,0.75,bray-curtis,18,0.67451,77.976,0.05085,124.18961,0.96902,0.90754,69.53,0.6953,0.71824,0.6953,0.69606,6953,3047,3047,86953,,
CIFAR10,CNN,0.75,bray-curtis,19,0.65672,78.67,0.05112,124.95484,0.96894,0.91971,69.85,0.6985,0.72575,0.6985,0.69696,6985,3015,3015,86985,,
CIFAR10,CNN,0.75,bray-curtis,20,0.64383,78.95,0.05089,127.02805,0.96908,0.85691,71.19,0.7119,0.71782,0.7119,0.71159,7119,2881,2881,87119,1336.311,1264.51
CIFAR10,CNN,1.0,bray-curtis,1,1.68248,42.292,0.0767,50.09523,0.95191,1.34441,51.99,0.5199,0.53552,0.5199,0.50595,5199,4801,4801,85199,,
CIFAR10,CNN,1.0,bray-curtis,2,1.35295,54.076,0.06447,79.15052,0.95974,1.20361,57.83,0.5783,0.58251,0.5783,0.57587,5783,4217,4217,85783,,
CIFAR10,CNN,1.0,bray-curtis,3,1.23327,58.488,0.05892,90.1565,0.96313,1.12909,60.22,0.6022,0.61802,0.6022,0.59904,6022,3978,3978,86022,,
CIFAR10,CNN,1.0,bray-curtis,4,1.14044,61.842,0.05569,97.67286,0.9652,1.07703,62.46,0.6246,0.63334,0.6246,0.61365,6246,3754,3754,86246,,
CIFAR10,CNN,1.0,bray-curtis,5,1.06962,64.452,0.0542,102.15525,0.96592,1.04965,62.35,0.6235,0.64194,0.6235,0.61545,6235,3765,3765,86235,,
CIFAR10,CNN,1.0,bray-curtis,6,1.01211,66.546,0.05292,106.87062,0.96669,0.97877,65.45,0.6545,0.66413,0.6545,0.65058,6545,3455,3455,86545,,
CIFAR10,CNN,1.0,bray-curtis,7,0.96349,68.242,0.05049,113.98002,0.96819,0.94052,67.01,0.6701,0.67332,0.6701,0.66764,6701,3299,3299,86701,,
CIFAR10,CNN,1.0,bray-curtis,8,0.92887,69.462,0.04977,117.35281,0.96855,0.94132,67.05,0.6705,0.68554,0.6705,0.66775,6705,3295,3295,86705,,
CIFAR10,CNN,1.0,bray-curtis,9,0.89455,70.656,0.04865,121.6135,0.96923,0.92893,67.19,0.6719,0.69075,0.6719,0.67247,6719,3281,3281,86719,,
CIFAR10,CNN,1.0,bray-curtis,10,0.86793,71.528,0.04817,123.91207,0.96959,0.93591,67.42,0.6742,0.70248,0.6742,0.67915,6742,3258,3258,86742,,
CIFAR10,CNN,1.0,bray-curtis,11,0.83699,72.83,0.04765,126.79365,0.96993,0.89826,69.22,0.6922,0.69638,0.6922,0.6883,6922,3078,3078,86922,,
CIFAR10,CNN,1.0,bray-curtis,12,0.81701,73.156,0.04707,129.64548,0.97033,0.90636,69.04,0.6904,0.69609,0.6904,0.68581,6904,3096,3096,86904,,
CIFAR10,CNN,1.0,bray-curtis,13,0.78621,74.17,0.04575,135.01782,0.97119,0.91842,68.51,0.6851,0.70711,0.6851,0.68675,6851,3149,3149,86851,,
CIFAR10,CNN,1.0,bray-curtis,14,0.77633,74.712,0.04657,133.16058,0.97077,0.8847,69.74,0.6974,0.70966,0.6974,0.69651,6974,3026,3026,86974,,
CIFAR10,CNN,1.0,bray-curtis,15,0.74751,75.676,0.0453,138.67225,0.97158,0.8811,70.16,0.7016,0.71546,0.7016,0.70244,7016,2984,2984,87016,,
CIFAR10,CNN,1.0,bray-curtis,16,0.72959,76.212,0.04483,141.16606,0.97188,0.9182,68.34,0.6834,0.71709,0.6834,0.68674,6834,3166,3166,86834,,
CIFAR10,CNN,1.0,bray-curtis,17,0.7133,76.906,0.04437,144.03199,0.97221,0.91097,68.94,0.6894,0.7074,0.6894,0.68455,6894,3106,3106,86894,,
CIFAR10,CNN,1.0,bray-curtis,18,0.70035,77.162,0.04475,143.33389,0.97205,0.8713,70.88,0.7088,0.71156,0.7088,0.703,7088,2912,2912,87088,,
CIFAR10,CNN,1.0,bray-curtis,19,0.6773,78.11,0.04388,148.4681,0.9726,0.88238,70.54,0.7054,0.71844,0.7054,0.70602,7054,2946,2946,87054,,
CIFAR10,CNN,1.0,bray-curtis,20,0.66507,78.39,0.044,148.39538,0.97255,0.8802,70.68,0.7068,0.71465,0.7068,0.70351,7068,2932,2932,87068,1324.567,1263.685
CIFAR10,CNN,1.25,bray-curtis,1,1.68371,42.548,0.06784,55.7514,0.95955,1.33665,52.39,0.5239,0.54794,0.5239,0.52032,5239,4761,4761,85239,,
CIFAR10,CNN,1.25,bray-curtis,2,1.34419,54.886,0.05636,86.21348,0.96495,1.19333,58.2,0.582,0.58242,0.582,0.57323,5820,4180,4180,85820,,
CIFAR10,CNN,1.25,bray-curtis,3,1.20969,59.74,0.05133,98.56457,0.96784,1.13203,59.33,0.5933,0.63125,0.5933,0.58117,5933,4067,4067,85933,,
CIFAR10,CNN,1.25,bray-curtis,4,1.11371,62.91,0.04881,108.01669,0.96945,1.07702,62.27,0.6227,0.65628,0.6227,0.61538,6227,3773,3773,86227,,
CIFAR10,CNN,1.25,bray-curtis,5,1.04434,65.796,0.04734,115.5231,0.97038,1.01802,64.49,0.6449,0.67364,0.6449,0.6438,6449,3551,3551,86449,,
CIFAR10,CNN,1.25,bray-curtis,6,0.99307,67.358,0.04688,120.13707,0.97079,0.98213,65.39,0.6539,0.67264,0.6539,0.65312,6539,3461,3461,86539,,
CIFAR10,CNN,1.25,bray-curtis,7,0.95197,69.018,0.04594,125.11429,0.97142,0.92824,67.81,0.6781,0.69162,0.6781,0.67903,6781,3219,3219,86781,,
CIFAR10,CNN,1.25,bray-curtis,8,0.9127,70.152,0.04435,132.60014,0.97238,0.91107,68.22,0.6822,0.70259,0.6822,0.68513,6822,3178,3178,86822,,
CIFAR10,CNN,1.25,bray-curtis,9,0.89033,71.114,0.04484,132.74238,0.97225,0.93103,66.5,0.665,0.70338,0.665,0.66061,6650,3350,3350,86650,,
CIFAR10,CNN,1.25,bray-curtis,10,0.85298,72.214,0.04387,138.45465,0.97287,0.88815,68.83,0.6883,0.71192,0.6883,0.69201,6883,3117,3117,86883,,
CIFAR10,CNN,1.25,bray-curtis,11,0.82848,73.1,0.04345,141.56346,0.97314,0.87358,69.86,0.6986,0.71338,0.6986,0.69741,6986,3014,3014,86986,,
CIFAR10,CNN,1.25,bray-curtis,12,0.80391,73.986,0.04223,147.33558,0.97384,0.86589,69.89,0.6989,0.70628,0.6989,0.69385,6989,3011,3011,86989,,
CIFAR10,CNN,1.25,bray-curtis,13,0.78449,74.724,0.04293,146.53112,0.97361,0.88263,69.36,0.6936,0.71278,0.6936,0.6943,6936,3064,3064,86936,,
CIFAR10,CNN,1.25,bray-curtis,14,0.766,75.212,0.04275,148.51116,0.97374,0.87379,69.88,0.6988,0.72431,0.6988,0.70056,6988,3012,3012,86988,,
CIFAR10,CNN,1.25,bray-curtis,15,0.74542,76.038,0.04236,150.92312,0.97398,0.83974,71.34,0.7134,0.72102,0.7134,0.71248,7134,2866,2866,87134,,
CIFAR10,CNN,1.25,bray-curtis,16,0.72399,76.666,0.0417,155.25457,0.97438,0.85943,70.91,0.7091,0.72374,0.7091,0.71107,7091,2909,2909,87091,,
CIFAR10,CNN,1.25,bray-curtis,17,0.70553,77.402,0.04122,158.81818,0.97467,0.86495,71.25,0.7125,0.72292,0.7125,0.71082,7125,2875,2875,87125,,
CIFAR10,CNN,1.25,bray-curtis,18,0.69142,77.938,0.04124,159.86516,0.97475,0.8583,71.03,0.7103,0.7173,0.7103,0.70738,7103,2897,2897,87103,,
CIFAR10,CNN,1.25,bray-curtis,19,0.67178,78.616,0.04063,164.64057,0.97507,0.83284,72.08,0.7208,0.72245,0.7208,0.71792,7208,2792,2792,87208,,
CIFAR10,CNN,1.25,bray-curtis,20,0.65529,78.982,0.04001,168.57026,0.97538,0.82188,72.38,0.7238,0.72528,0.7238,0.72232,7238,2762,2762,87238,1337.635,1279.025
CIFAR10,CNN,0.1,hamming,1,3.60624,45.086,20.68869,18.77998,0.74621,1.29453,54.08,0.5408,0.53949,0.5408,0.53216,5408,4592,4592,85408,,
CIFAR10,CNN,0.1,hamming,2,3.4893,56.702,22.67712,22.7722,0.70675,1.18211,57.78,0.5778,0.5981,0.5778,0.57413,5778,4222,4222,85778,,
CIFAR10,CNN,0.1,hamming,3,3.4207,61.36,23.27812,23.42276,0.692,1.05991,62.52,0.6252,0.62785,0.6252,0.61962,6252,3748,3748,86252,,
CIFAR10,CNN,0.1,hamming,4,3.38639,65.168,23.90884,23.44543,0.67578,1.00184,64.0,0.64,0.6437,0.64,0.6342,6400,3600,3600,86400,,
CIFAR10,CNN,0.1,hamming,5,3.36644,67.82,24.50213,23.39478,0.65846,0.95034,66.78,0.6678,0.67856,0.6678,0.6665,6678,3322,3322,86678,,
CIFAR10,CNN,0.1,hamming,6,3.31949,70.274,24.67832,23.80619,0.65097,0.9034,68.5,0.685,0.69027,0.685,0.68632,6850,3150,3150,86850,,
CIFAR10,CNN,0.1,hamming,7,3.29997,72.348,25.05919,24.00548,0.63765,0.86899,70.08,0.7008,0.7009,0.7008,0.6998,7008,2992,2992,87008,,
CIFAR10,CNN,0.1,hamming,8,3.2973,74.006,25.51358,23.99794,0.62299,0.85896,70.49,0.7049,0.70619,0.7049,0.70308,7049,2951,2951,87049,,
CIFAR10,CNN,0.1,hamming,9,3.28524,75.638,25.85692,24.2798,0.61136,0.87574,69.99,0.6999,0.70328,0.6999,0.69062,6999,3001,3001,86999,,
CIFAR10,CNN,0.1,hamming,10,3.29418,77.154,26.37089,24.4885,0.59734,0.87085,70.48,0.7048,0.71618,0.7048,0.70253,7048,2952,2952,87048,,
CIFAR10,CNN,0.1,hamming,11,3.27092,78.662,26.61652,25.20104,0.59021,0.85485,71.26,0.7126,0.72183,0.7126,0.71172,7126,2874,2874,87126,,
CIFAR10,CNN,0.1,hamming,12,3.26589,80.016,26.89882,25.68788,0.58304,0.8608,71.12,0.7112,0.72369,0.7112,0.71012,7112,2888,2888,87112,,
CIFAR10,CNN,0.1,hamming,13,3.26182,81.492,27.27133,26.1637,0.57234,0.86242,71.71,0.7171,0.72575,0.7171,0.718,7171,2829,2829,87171,,
CIFAR10,CNN,0.1,hamming,14,3.25268,82.88,27.55227,27.04266,0.56627,0.83802,72.68,0.7268,0.72747,0.7268,0.72638,7268,2732,2732,87268,,
CIFAR10,CNN,0.1,hamming,15,3.23442,84.128,27.7248,27.97664,0.56234,0.85642,72.56,0.7256,0.72825,0.7256,0.72597,7256,2744,2744,87256,,
CIFAR10,CNN,0.1,hamming,16,3.23002,85.318,28.00797,28.68678,0.55608,0.8899,71.91,0.7191,0.72042,0.7191,0.71547,7191,2809,2809,87191,,
CIFAR10,CNN,0.1,hamming,17,3.19624,86.692,28.03442,29.76573,0.55576,0.89736,72.2,0.722,0.72729,0.722,0.72382,7220,2780,2780,87220,,
CIFAR10,CNN,0.1,hamming,18,3.19046,87.75,28.27664,30.6922,0.55048,0.91807,72.58,0.7258,0.73029,0.7258,0.72674,7258,2742,2742,87258,,
CIFAR10,CNN,0.1,hamming,19,3.16361,89.06,28.32854,31.9319,0.54932,0.97237,71.44,0.7144,0.72036,0.7144,0.71297,7144,2856,2856,87144,,
CIFAR10,CNN,0.1,hamming,20,3.14587,89.868,28.4309,32.92705,0.54702,0.9911,71.76,0.7176,0.72326,0.7176,0.71844,7176,2824,2824,87176,1443.945,1311.0
CIFAR10,CNN,0.25,hamming,1,6.65202,44.89,20.437,20.50598,0.75505,1.3042,53.17,0.5317,0.55548,0.5317,0.53049,5317,4683,4683,85317,,
CIFAR10,CNN,0.25,hamming,2,6.83857,56.706,22.46096,24.81604,0.71863,1.14915,59.29,0.5929,0.60023,0.5929,0.59237,5929,4071,4071,85929,,
CIFAR10,CNN,0.25,hamming,3,6.99723,61.794,23.63725,25.25392,0.69588,1.05978,62.55,0.6255,0.63201,0.6255,0.62254,6255,3745,3745,86255,,
CIFAR10,CNN,0.25,hamming,4,7.06365,65.396,24.29693,25.53662,0.67714,1.00626,64.66,0.6466,0.65808,0.6466,0.64377,6466,3534,3534,86466,,
CIFAR10,CNN,0.25,hamming,5,7.19703,68.042,25.12755,25.44367,0.65348,0.95701,66.84,0.6684,0.67028,0.6684,0.6634,6684,3316,3316,86684,,
CIFAR10,CNN,0.25,hamming,6,7.34595,70.06,25.97126,25.40714,0.62826,0.91438,68.1,0.681,0.68032,0.681,0.67722,6810,3190,3190,86810,,
CIFAR10,CNN,0.25,hamming,7,7.42455,72.27,26.51492,25.57721,0.61079,0.90919,68.26,0.6826,0.68529,0.6826,0.6786,6826,3174,3174,86826,,
CIFAR10,CNN,0.25,hamming,8,7.5005,73.78,27.00304,25.97107,0.5975,0.87443,69.58,0.6958,0.6983,0.6958,0.69553,6958,3042,3042,86958,,
CIFAR10,CNN,0.25,hamming,9,7.53923,75.686,27.3495,26.27907,0.58399,0.8883,69.23,0.6923,0.6995,0.6923,0.68851,6923,3077,3077,86923,,
CIFAR10,CNN,0.25,hamming,10,7.55548,77.076,27.58273,26.81078,0.57342,0.85156,70.65,0.7065,0.7068,0.7065,0.70451,7065,2935,2935,87065,,
CIFAR10,CNN,0.25,hamming,11,7.59754,78.47,27.91347,27.32378,0.56235,0.8702,70.62,0.7062,0.70727,0.7062,0.70274,7062,2938,2938,87062,,
CIFAR10,CNN,0.25,hamming,12,7.63668,79.698,28.22837,27.78909,0.54998,0.86427,70.84,0.7084,0.70769,0.7084,0.70468,7084,2916,2916,87084,,
CIFAR10,CNN,0.25,hamming,13,7.62403,81.114,28.32497,28.68287,0.5476,0.86787,70.77,0.7077,0.71281,0.7077,0.70669,7077,2923,2923,87077,,
CIFAR10,CNN,0.25,hamming,14,7.60849,82.446,28.4102,29.30541,0.53964,0.88159,71.18,0.7118,0.71978,0.7118,0.71242,7118,2882,2882,87118,,
CIFAR10,CNN,0.25,hamming,15,7.62102,83.742,28.6029,30.26379,0.53656,0.89379,70.99,0.7099,0.70616,0.7099,0.7044,7099,2901,2901,87099,,
CIFAR10,CNN,0.25,hamming,16,7.6388,84.876,28.80331,30.78415,0.52709,0.91157,71.0,0.71,0.71457,0.71,0.71063,7100,2900,2900,87100,,
CIFAR10,CNN,0.25,hamming,17,7.6341,86.214,28.91837,31.71313,0.52197,0.94389,70.47,0.7047,0.70457,0.7047,0.69953,7047,2953,2953,87047,,
CIFAR10,CNN,0.25,hamming,18,7.62143,87.366,28.99754,32.75385,0.51877,0.93897,70.74,0.7074,0.70765,0.7074,0.70638,7074,2926,2926,87074,,
CIFAR10,CNN,0.25,hamming,19,7.6252,88.394,29.13109,33.66204,0.51394,0.99954,70.2,0.702,0.70738,0.702,0.70048,7020,2980,2980,87020,,
CIFAR10,CNN,0.25,hamming,20,7.6156,89.586,29.22269,34.83033,0.51089,1.03128,70.46,0.7046,0.71618,0.7046,0.70663,7046,2954,2954,87046,1440.368,1297.785
CIFAR10,CNN,0.5,hamming,1,14.09449,44.634,25.07796,19.30169,0.74205,1.32164,53.66,0.5366,0.56355,0.5366,0.53886,5366,4634,4634,85366,,
CIFAR10,CNN,0.5,hamming,2,14.62855,57.014,26.81134,23.80377,0.71268,1.18536,58.48,0.5848,0.60222,0.5848,0.58059,5848,4152,4152,85848,,
CIFAR10,CNN,0.5,hamming,3,15.03556,61.968,27.89424,24.23458,0.69088,1.06708,62.63,0.6263,0.63431,0.6263,0.62759,6263,3737,3737,86263,,
CIFAR10,CNN,0.5,hamming,4,15.34739,65.448,28.71993,24.39736,0.67236,1.01308,65.02,0.6502,0.65353,0.6502,0.64475,6502,3498,3498,86502,,
CIFAR10,CNN,0.5,hamming,5,15.55234,68.24,29.29061,24.45256,0.65456,0.94548,67.09,0.6709,0.67724,0.6709,0.66865,6709,3291,3291,86709,,
CIFAR10,CNN,0.5,hamming,6,15.76652,70.646,29.85091,24.6178,0.63744,0.94568,67.25,0.6725,0.68106,0.6725,0.66837,6725,3275,3275,86725,,
CIFAR10,CNN,0.5,hamming,7,15.97649,72.708,30.37942,24.72856,0.61914,0.91356,68.42,0.6842,0.69309,0.6842,0.67797,6842,3158,3158,86842,,
CIFAR10,CNN,0.5,hamming,8,16.15367,74.534,30.83997,25.06891,0.60401,0.9051,69.25,0.6925,0.70576,0.6925,0.69308,6925,3075,3075,86925,,
CIFAR10,CNN,0.5,hamming,9,16.28031,76.052,31.18147,25.37151,0.59062,0.90394,69.25,0.6925,0.70269,0.6925,0.69158,6925,3075,3075,86925,,
CIFAR10,CNN,0.5,hamming,10,16.4576,77.566,31.61837,25.52227,0.57359,0.87325,70.2,0.702,0.70719,0.702,0.70254,7020,2980,2980,87020,,
CIFAR10,CNN,0.5,hamming,11,16.49342,79.424,31.78814,26.56132,0.56899,0.91511,69.18,0.6918,0.71079,0.6918,0.6933,6918,3082,3082,86918,,
CIFAR10,CNN,0.5,hamming,12,16.58325,80.606,32.04561,27.23471,0.56195,0.8883,70.52,0.7052,0.70297,0.7052,0.7006,7052,2948,2948,87052,,
CIFAR10,CNN,0.5,hamming,13,16.65118,81.962,32.25786,27.75779,0.55272,0.90467,70.49,0.7049,0.70614,0.7049,0.70198,7049,2951,2951,87049,,
CIFAR10,CNN,0.5,hamming,14,16.63225,83.406,32.30005,28.91925,0.54861,0.92801,70.5,0.705,0.71394,0.705,0.70599,7050,2950,2950,87050,,
CIFAR10,CNN,0.5,hamming,15,16.69317,85.008,32.5002,29.97424,0.54611,0.93468,70.47,0.7047,0.71053,0.7047,0.70199,7047,2953,2953,87047,,
CIFAR10,CNN,0.5,hamming,16,16.75522,86.218,32.69404,30.99059,0.5405,0.93165,71.07,0.7107,0.71511,0.7107,0.71065,7107,2893,2893,87107,,
CIFAR10,CNN,0.5,hamming,17,16.74405,87.556,32.74142,32.11192,0.53811,0.96275,70.99,0.7099,0.70994,0.7099,0.70921,7099,2901,2901,87099,,
CIFAR10,CNN,0.5,hamming,18,16.81387,88.556,32.9425,33.20919,0.53312,0.98477,70.7,0.707,0.7065,0.707,0.70597,7070,2930,2930,87070,,
CIFAR10,CNN,0.5,hamming,19,16.79871,89.814,32.98083,34.69258,0.53303,1.02277,71.03,0.7103,0.71028,0.7103,0.70828,7103,2897,2897,87103,,
CIFAR10,CNN,0.5,hamming,20,16.83026,91.07,33.11141,36.05229,0.52808,1.08063,70.24,0.7024,0.70549,0.7024,0.70251,7024,2976,2976,87024,1454.578,1294.49
CIFAR10,CNN,0.75,hamming,1,22.09783,45.882,27.45221,18.78679,0.73903,1.28381,54.39,0.5439,0.56617,0.5439,0.53396,5439,4561,4561,85439,,
CIFAR10,CNN,0.75,hamming,2,22.88754,57.702,28.91707,22.42158,0.70919,1.17325,58.15,0.5815,0.62667,0.5815,0.58531,5815,4185,4185,85815,,
CIFAR10,CNN,0.75,hamming,3,22.93183,62.824,29.16035,22.72441,0.69265,1.02617,64.09,0.6409,0.64503,0.6409,0.63859,6409,3591,3591,86409,,
CIFAR10,CNN,0.75,hamming,4,23.23623,66.62,29.70516,22.9433,0.67446,0.97479,65.96,0.6596,0.6648,0.6596,0.65799,6596,3404,3404,86596,,
CIFAR10,CNN,0.75,hamming,5,23.65501,69.406,30.3658,22.99875,0.65474,0.94938,67.22,0.6722,0.67811,0.6722,0.66565,6722,3278,3278,86722,,
CIFAR10,CNN,0.75,hamming,6,24.30606,71.258,31.31759,22.98877,0.63393,0.88714,68.84,0.6884,0.69844,0.6884,0.68727,6884,3116,3116,86884,,
CIFAR10,CNN,0.75,hamming,7,24.76138,73.56,31.99953,23.08559,0.6166,0.89387,69.64,0.6964,0.70878,0.6964,0.69906,6964,3036,3036,86964,,
CIFAR10,CNN,0.75,hamming,8,24.93961,75.14,32.30108,23.56463,0.60556,0.85716,70.41,0.7041,0.70998,0.7041,0.70409,7041,2959,2959,87041,,
CIFAR10,CNN,0.75,hamming,9,25.20781,76.872,32.72108,24.04865,0.59375,0.85274,71.1,0.711,0.71514,0.711,0.7091,7110,2890,2890,87110,,
CIFAR10,CNN,0.75,hamming,10,25.41109,78.63,33.05442,24.83052,0.58618,0.8761,70.18,0.7018,0.71189,0.7018,0.69617,7018,2982,2982,87018,,
CIFAR10,CNN,0.75,hamming,11,25.68387,79.856,33.47235,25.09746,0.57121,0.8542,71.19,0.7119,0.72192,0.7119,0.71181,7119,2881,2881,87119,,
CIFAR10,CNN,0.75,hamming,12,25.94071,81.464,33.86954,25.85394,0.55934,0.83338,72.12,0.7212,0.72148,0.7212,0.71999,7212,2788,2788,87212,,
CIFAR10,CNN,0.75,hamming,13,26.10969,82.768,34.14504,26.66641,0.55183,0.85714,71.48,0.7148,0.71849,0.7148,0.71405,7148,2852,2852,87148,,
CIFAR10,CNN,0.75,hamming,14,26.17251,84.462,34.28526,27.75523,0.54772,0.8678,71.72,0.7172,0.72018,0.7172,0.71623,7172,2828,2828,87172,,
CIFAR10,CNN,0.75,hamming,15,26.24078,85.684,34.42467,28.8032,0.54285,0.87599,72.56,0.7256,0.72446,0.7256,0.72319,7256,2744,2744,87256,,
CIFAR10,CNN,0.75,hamming,16,26.45877,87.028,34.76472,29.74965,0.5339,0.94255,71.42,0.7142,0.72186,0.7142,0.71204,7142,2858,2858,87142,,
CIFAR10,CNN,0.75,hamming,17,26.44138,88.14,34.78707,30.91798,0.53043,0.93374,71.91,0.7191,0.72727,0.7191,0.72013,7191,2809,2809,87191,,
CIFAR10,CNN,0.75,hamming,18,26.52641,89.666,34.95179,32.29557,0.52714,0.98605,71.38,0.7138,0.72166,0.7138,0.716,7138,2862,2862,87138,,
CIFAR10,CNN,0.75,hamming,19,26.63657,90.672,35.13754,33.60516,0.52472,0.99361,71.87,0.7187,0.72588,0.7187,0.72031,7187,2813,2813,87187,,
CIFAR10,CNN,0.75,hamming,20,26.62745,91.718,35.16523,34.7475,0.52024,1.04101,71.49,0.7149,0.71605,0.7149,0.71337,7149,2851,2851,87149,1470.552,1314.18
CIFAR10,CNN,1.0,hamming,1,26.91626,45.222,25.3835,18.19015,0.73309,1.29425,54.19,0.5419,0.54065,0.5419,0.53257,5419,4581,4581,85419,,
CIFAR10,CNN,1.0,hamming,2,27.92452,56.578,26.70504,22.06185,0.70192,1.15273,58.95,0.5895,0.59596,0.5895,0.58743,5895,4105,4105,85895,,
CIFAR10,CNN,1.0,hamming,3,28.196,61.772,27.11026,22.71055,0.6817,1.06121,62.74,0.6274,0.63052,0.6274,0.62287,6274,3726,3726,86274,,
CIFAR10,CNN,1.0,hamming,4,28.70892,65.616,27.72118,22.80492,0.66172,1.0051,64.35,0.6435,0.65414,0.6435,0.64006,6435,3565,3565,86435,,
CIFAR10,CNN,1.0,hamming,5,29.29701,68.216,28.38687,22.98906,0.63855,0.9495,66.71,0.6671,0.66984,0.6671,0.66499,6671,3329,3329,86671,,
CIFAR10,CNN,1.0,hamming,6,29.61715,70.496,28.77323,23.40047,0.62304,0.90907,67.94,0.6794,0.68148,0.6794,0.67765,6794,3206,3206,86794,,
CIFAR10,CNN,1.0,hamming,7,29.94555,72.664,29.16047,23.73733,0.60713,0.91476,68.52,0.6852,0.69999,0.6852,0.6837,6852,3148,3148,86852,,
CIFAR10,CNN,1.0,hamming,8,30.1141,74.558,29.38383,24.48404,0.5969,0.868,69.77,0.6977,0.69794,0.6977,0.69682,6977,3023,3023,86977,,
CIFAR10,CNN,1.0,hamming,9,30.45811,76.408,29.77029,24.81981,0.584,0.86104,70.3,0.703,0.70402,0.703,0.70032,7030,2970,2970,87030,,
CIFAR10,CNN,1.0,hamming,10,30.55386,77.922,29.91433,25.43291,0.57475,0.85079,71.0,0.71,0.71495,0.71,0.71152,7100,2900,2900,87100,,
